Iter 10, task chunking, loss 3.400405168533325
Iter 23180, task chunking, loss 0.25098228454589844
Iter 23190, task chunking, loss 0.2764168977737427
Iter 23200, task chunking, loss 0.25557851791381836
Iter 23210, task chunking, loss 0.277966171503067
Iter 23220, task chunking, loss 0.25291576981544495
Iter 23230, task chunking, loss 0.2478242814540863
Iter 23240, task chunking, loss 0.2518293857574463
Iter 23250, task chunking, loss 0.24929073452949524
Iter 23260, task chunking, loss 0.2433953732252121
Iter 23270, task chunking, loss 0.26358461380004883
Iter 23280, task chunking, loss 0.2548552453517914
Iter 23290, task chunking, loss 0.26930493116378784
Iter 23300, task chunking, loss 0.2586439847946167
Iter 23310, task chunking, loss 0.26621270179748535
Iter 23320, task chunking, loss 0.2582181692123413
Iter 23330, task chunking, loss 0.25917738676071167
Iter 23340, task chunking, loss 0.25601550936698914
Iter 23350, task chunking, loss 0.25584566593170166
Iter 23360, task chunking, loss 0.2551761567592621
Iter 23370, task chunking, loss 0.24645857512950897
Iter 23380, task chunking, loss 0.25191372632980347
Iter 23390, task chunking, loss 0.25304165482521057
Iter 23400, task chunking, loss 0.2578014135360718
Iter 23410, task chunking, loss 0.26272115111351013
Iter 23420, task chunking, loss 0.2582610249519348
Iter 23430, task chunking, loss 0.24260969460010529
Iter 23440, task chunking, loss 0.23144295811653137
Iter 23450, task chunking, loss 0.25922688841819763
Iter 23460, task chunking, loss 0.2621303200721741
Iter 23470, task chunking, loss 0.2543689012527466
Iter 23480, task chunking, loss 0.2804039716720581
Iter 23490, task chunking, loss 0.2650288939476013
Iter 23500, task chunking, loss 0.24678964912891388
Iter 23510, task chunking, loss 0.241376593708992
Iter 23520, task chunking, loss 0.25089189410209656
Iter 23530, task chunking, loss 0.23999619483947754
Iter 23540, task chunking, loss 0.2480427771806717
Iter 23550, task chunking, loss 0.25876402854919434
Iter 23560, task chunking, loss 0.26236048340797424
Iter 23570, task chunking, loss 0.242575004696846
Iter 23580, task chunking, loss 0.24692609906196594
Iter 23590, task chunking, loss 0.2434324473142624
Iter 23600, task chunking, loss 0.2403736114501953
Iter 23610, task chunking, loss 0.24730081856250763
Iter 23620, task chunking, loss 0.2583285868167877
Iter 23630, task chunking, loss 0.24266290664672852
Iter 23640, task chunking, loss 0.2554439604282379
Iter 23650, task chunking, loss 0.2640727460384369
Iter 23660, task chunking, loss 0.24513816833496094
Iter 23670, task chunking, loss 0.27716511487960815
Iter 23680, task chunking, loss 0.2562863826751709
Iter 23690, task chunking, loss 0.2564518451690674
Iter 23700, task chunking, loss 0.2527717351913452
Iter 23710, task chunking, loss 0.25098568201065063
Iter 23720, task chunking, loss 0.23802495002746582
Iter 23730, task chunking, loss 0.24351024627685547
Iter 23740, task chunking, loss 0.2741573750972748
Iter 23750, task chunking, loss 0.2394341677427292
Iter 23760, task chunking, loss 0.27031210064888
Iter 23770, task chunking, loss 0.24235303699970245
Iter 23780, task chunking, loss 0.25147101283073425
Iter 23790, task chunking, loss 0.24807994067668915
Iter 23800, task chunking, loss 0.22994978725910187
Iter 23810, task chunking, loss 0.24999430775642395
Iter 23820, task chunking, loss 0.2429521381855011
Iter 23830, task chunking, loss 0.23758354783058167
Iter 23840, task chunking, loss 0.26386526226997375
Iter 23850, task chunking, loss 0.2486131638288498
Iter 23860, task chunking, loss 0.2512023448944092
Iter 23870, task chunking, loss 0.25858691334724426
Iter 23880, task chunking, loss 0.2613740861415863
Iter 23890, task chunking, loss 0.2552739977836609
Iter 23900, task chunking, loss 0.23536649346351624
Iter 23910, task chunking, loss 0.24807360768318176
Iter 23920, task chunking, loss 0.24918410181999207
Iter 23930, task chunking, loss 0.24940602481365204
Iter 23940, task chunking, loss 0.276138573884964
Iter 23950, task chunking, loss 0.2534981966018677
Iter 23960, task chunking, loss 0.2487190067768097
Iter 23970, task chunking, loss 0.2426227629184723
Iter 23980, task chunking, loss 0.2431686818599701
Iter 23990, task chunking, loss 0.24635347723960876
Iter 24000, task chunking, loss 0.23785778880119324
Iter 24010, task chunking, loss 0.25478875637054443
Iter 24020, task chunking, loss 0.2310033142566681
Iter 24030, task chunking, loss 0.255810409784317
Iter 24040, task chunking, loss 0.23986175656318665
Iter 24050, task chunking, loss 0.24829037487506866
Iter 24060, task chunking, loss 0.2401198446750641
Iter 24070, task chunking, loss 0.2506781220436096
Iter 24080, task chunking, loss 0.23697800934314728
Iter 24090, task chunking, loss 0.2529922127723694
Iter 24100, task chunking, loss 0.25521785020828247
Iter 24110, task chunking, loss 0.26158061623573303
Iter 24120, task chunking, loss 0.25752750039100647
Iter 24130, task chunking, loss 0.24969279766082764
Iter 24140, task chunking, loss 0.24598713219165802
Iter 24150, task chunking, loss 0.24476322531700134
Iter 24160, task chunking, loss 0.2502827048301697
Iter 24170, task chunking, loss 0.23910696804523468
Iter 24180, task chunking, loss 0.2524171769618988
Iter 24190, task chunking, loss 0.25281625986099243
Iter 24200, task chunking, loss 0.24084921181201935
Iter 24210, task chunking, loss 0.2387351095676422
Iter 24220, task chunking, loss 0.2502536177635193
Iter 24230, task chunking, loss 0.24240605533123016
Iter 24240, task chunking, loss 0.254350483417511
Iter 24250, task chunking, loss 0.24067549407482147
Iter 24260, task chunking, loss 0.255068302154541
Iter 24270, task chunking, loss 0.24005548655986786
Iter 24280, task chunking, loss 0.25348272919654846
Iter 24290, task chunking, loss 0.25229132175445557
Iter 24300, task chunking, loss 0.2368771731853485
Iter 24310, task chunking, loss 0.22983184456825256
Iter 24320, task chunking, loss 0.23179566860198975
Iter 24330, task chunking, loss 0.2443581074476242
Iter 24340, task chunking, loss 0.24406003952026367
Iter 24350, task chunking, loss 0.2187504768371582
Iter 24360, task chunking, loss 0.23041453957557678
Iter 24370, task chunking, loss 0.24659565091133118
Iter 24380, task chunking, loss 0.24140600860118866
Iter 24390, task chunking, loss 0.23713639378547668
Iter 24400, task chunking, loss 0.2530878484249115
Iter 24410, task chunking, loss 0.22896841168403625
Iter 24420, task chunking, loss 0.22830376029014587
Iter 24430, task chunking, loss 0.23477478325366974
Iter 24440, task chunking, loss 0.24659590423107147
Iter 24450, task chunking, loss 0.2388031929731369
Iter 24460, task chunking, loss 0.24495959281921387
Iter 24470, task chunking, loss 0.2521822452545166
Iter 24480, task chunking, loss 0.26452401280403137
Iter 24490, task chunking, loss 0.22771406173706055
Iter 24500, task chunking, loss 0.23935015499591827
Iter 24510, task chunking, loss 0.24465711414813995
Iter 24520, task chunking, loss 0.24577803909778595
Iter 24530, task chunking, loss 0.23292288184165955
Iter 24540, task chunking, loss 0.22963516414165497
Iter 24550, task chunking, loss 0.2292414903640747
Iter 24560, task chunking, loss 0.23865056037902832
Iter 24570, task chunking, loss 0.21308818459510803
Iter 24580, task chunking, loss 0.23027725517749786
Iter 24590, task chunking, loss 0.22310037910938263
Iter 24600, task chunking, loss 0.23161998391151428
Iter 24610, task chunking, loss 0.2342509776353836
Iter 24620, task chunking, loss 0.24527928233146667
Iter 24630, task chunking, loss 0.23330560326576233
Iter 24640, task chunking, loss 0.24890482425689697
Iter 24650, task chunking, loss 0.23322267830371857
Iter 24660, task chunking, loss 0.24238625168800354
Iter 24670, task chunking, loss 0.24695846438407898
Iter 24680, task chunking, loss 0.26031845808029175
Iter 24690, task chunking, loss 0.2401101142168045
Iter 24700, task chunking, loss 0.23502369225025177
Iter 24710, task chunking, loss 0.22841766476631165
Iter 24720, task chunking, loss 0.24764373898506165
Iter 24730, task chunking, loss 0.23308977484703064
Iter 24740, task chunking, loss 0.22955012321472168
Iter 24750, task chunking, loss 0.23880383372306824
Iter 24760, task chunking, loss 0.22305767238140106
Iter 24770, task chunking, loss 0.23496577143669128
Iter 24780, task chunking, loss 0.23177726566791534
Iter 24790, task chunking, loss 0.24379917979240417
Iter 24800, task chunking, loss 0.22129349410533905
Iter 24810, task chunking, loss 0.23882989585399628
Iter 24820, task chunking, loss 0.2259356528520584
Iter 24830, task chunking, loss 0.22358588874340057
Iter 24840, task chunking, loss 0.245512455701828
Iter 24850, task chunking, loss 0.2397576868534088
Iter 24860, task chunking, loss 0.24260787665843964
Iter 24870, task chunking, loss 0.23019644618034363
Iter 24880, task chunking, loss 0.2317604124546051
Iter 24890, task chunking, loss 0.23108816146850586
Iter 24900, task chunking, loss 0.2542070746421814
Iter 24910, task chunking, loss 0.2684270441532135
Iter 24920, task chunking, loss 0.22270908951759338
Iter 24930, task chunking, loss 0.2315022498369217
Iter 24940, task chunking, loss 0.23861387372016907
Iter 24950, task chunking, loss 0.2415982484817505
Iter 24960, task chunking, loss 0.24044737219810486
Iter 24970, task chunking, loss 0.23527172207832336
Iter 24980, task chunking, loss 0.23376433551311493
Iter 24990, task chunking, loss 0.24394920468330383
Iter 25000, task chunking, loss 0.22516188025474548
Iter 25010, task chunking, loss 0.22619517147541046
Iter 25020, task chunking, loss 0.2259666919708252
Iter 25030, task chunking, loss 0.2423008233308792
Iter 25040, task chunking, loss 0.2200428992509842
Iter 25050, task chunking, loss 0.23603257536888123
Iter 25060, task chunking, loss 0.22781507670879364
Iter 25070, task chunking, loss 0.2355368584394455
Iter 25080, task chunking, loss 0.2478318214416504
Iter 25090, task chunking, loss 0.22937139868736267
Iter 25100, task chunking, loss 0.20939460396766663
Iter 25110, task chunking, loss 0.22866907715797424
Iter 25120, task chunking, loss 0.2372935563325882
Iter 25130, task chunking, loss 0.252573162317276
Iter 25140, task chunking, loss 0.23697204887866974
Iter 25150, task chunking, loss 0.2230895459651947
Iter 25160, task chunking, loss 0.23980943858623505
Iter 25170, task chunking, loss 0.23976285755634308
Iter 25180, task chunking, loss 0.2309487760066986
Iter 25190, task chunking, loss 0.23838770389556885
Iter 25200, task chunking, loss 0.2337360680103302
Iter 25210, task chunking, loss 0.22842705249786377
Iter 25220, task chunking, loss 0.21935713291168213
Iter 25230, task chunking, loss 0.2326129674911499
Iter 25240, task chunking, loss 0.23365779221057892
Iter 25250, task chunking, loss 0.2143620252609253
Iter 25260, task chunking, loss 0.22883562743663788
Iter 25270, task chunking, loss 0.22825613617897034
Iter 25280, task chunking, loss 0.2275935858488083
Iter 25290, task chunking, loss 0.23004750907421112
Iter 25300, task chunking, loss 0.22817043960094452
Iter 25310, task chunking, loss 0.23355229198932648
Iter 25320, task chunking, loss 0.22864381968975067
Iter 25330, task chunking, loss 0.22917819023132324
Iter 25340, task chunking, loss 0.23383645713329315
Iter 25350, task chunking, loss 0.2320859432220459
Iter 25360, task chunking, loss 0.23651285469532013
Iter 25370, task chunking, loss 0.23147261142730713
Iter 25380, task chunking, loss 0.22917123138904572
Iter 25390, task chunking, loss 0.23646803200244904
Iter 25400, task chunking, loss 0.22229811549186707
Iter 25410, task chunking, loss 0.22473113238811493
Iter 25420, task chunking, loss 0.2082909643650055
Iter 25430, task chunking, loss 0.23198191821575165
Iter 25440, task chunking, loss 0.23085109889507294
Iter 25450, task chunking, loss 0.20444826781749725
Iter 25460, task chunking, loss 0.23973698914051056
Iter 25470, task chunking, loss 0.23304788768291473
Iter 25480, task chunking, loss 0.23322482407093048
Iter 25490, task chunking, loss 0.22596731781959534
Iter 25500, task chunking, loss 0.22749260067939758
Iter 25510, task chunking, loss 0.2360696792602539
Iter 25520, task chunking, loss 0.21763642132282257
Iter 25530, task chunking, loss 0.2415527105331421
Iter 25540, task chunking, loss 0.2342347353696823
Iter 25550, task chunking, loss 0.24409762024879456
Iter 25560, task chunking, loss 0.22111818194389343
Iter 25570, task chunking, loss 0.2339385747909546
Iter 25580, task chunking, loss 0.23933300375938416
Iter 25590, task chunking, loss 0.23335805535316467
Iter 25600, task chunking, loss 0.23838579654693604
Iter 25610, task chunking, loss 0.2128320038318634
Iter 25620, task chunking, loss 0.22144921123981476
Iter 25630, task chunking, loss 0.2322435826063156
Iter 25640, task chunking, loss 0.22340592741966248
Iter 25650, task chunking, loss 0.22695891559123993
Iter 25660, task chunking, loss 0.2231564074754715
Iter 25670, task chunking, loss 0.2139413058757782
Iter 25680, task chunking, loss 0.24084720015525818
Iter 25690, task chunking, loss 0.2357577085494995
Iter 25700, task chunking, loss 0.22272348403930664
Iter 25710, task chunking, loss 0.2269844114780426
Iter 25720, task chunking, loss 0.21001486480236053
Iter 25730, task chunking, loss 0.22713594138622284
Iter 25740, task chunking, loss 0.20577535033226013
Iter 25750, task chunking, loss 0.21617679297924042
Iter 25760, task chunking, loss 0.22578351199626923
Iter 25770, task chunking, loss 0.2422313243150711
Iter 25780, task chunking, loss 0.24566002190113068
Iter 25790, task chunking, loss 0.22082369029521942
Iter 25800, task chunking, loss 0.2253381758928299
Iter 25810, task chunking, loss 0.22603145241737366
Iter 25820, task chunking, loss 0.22812128067016602
Iter 25830, task chunking, loss 0.21574433147907257
Iter 25840, task chunking, loss 0.22599534690380096
Iter 25850, task chunking, loss 0.21807904541492462
Iter 25860, task chunking, loss 0.22267405688762665
Iter 25870, task chunking, loss 0.2228213995695114
Iter 25880, task chunking, loss 0.2102004587650299
Iter 25890, task chunking, loss 0.21437206864356995
Iter 25900, task chunking, loss 0.21435900032520294
Iter 25910, task chunking, loss 0.20754608511924744
Iter 25920, task chunking, loss 0.20776085555553436
Iter 25930, task chunking, loss 0.21950483322143555
Iter 25940, task chunking, loss 0.2289423942565918
Iter 25950, task chunking, loss 0.22514286637306213
Iter 25960, task chunking, loss 0.21472661197185516
Iter 25970, task chunking, loss 0.20369644463062286
Iter 25980, task chunking, loss 0.21491685509681702
Iter 25990, task chunking, loss 0.2288987636566162
Iter 26000, task chunking, loss 0.2326161116361618
Iter 26010, task chunking, loss 0.23973262310028076
Iter 26020, task chunking, loss 0.22030894458293915
Iter 26030, task chunking, loss 0.21733927726745605
Iter 26040, task chunking, loss 0.22981026768684387
Iter 26050, task chunking, loss 0.234051913022995
Iter 26060, task chunking, loss 0.22897422313690186
Iter 26070, task chunking, loss 0.21930977702140808
Iter 26080, task chunking, loss 0.22684772312641144
Iter 26090, task chunking, loss 0.22731736302375793
Iter 26100, task chunking, loss 0.22671909630298615
Iter 26110, task chunking, loss 0.2036910504102707
Iter 26120, task chunking, loss 0.2207665741443634
Iter 26130, task chunking, loss 0.20097045600414276
Iter 26140, task chunking, loss 0.22751644253730774
Iter 26150, task chunking, loss 0.22087356448173523
Iter 26160, task chunking, loss 0.23754510283470154
Iter 26170, task chunking, loss 0.23482708632946014
Iter 26180, task chunking, loss 0.20598967373371124
Iter 26190, task chunking, loss 0.22671444714069366
Iter 26200, task chunking, loss 0.22688396275043488
Iter 26210, task chunking, loss 0.21340778470039368
Iter 26220, task chunking, loss 0.2219177484512329
Iter 26230, task chunking, loss 0.21730920672416687
Iter 26240, task chunking, loss 0.2288537323474884
Iter 26250, task chunking, loss 0.20430588722229004
Iter 26260, task chunking, loss 0.22311954200267792
Iter 26270, task chunking, loss 0.2102770358324051
Iter 26280, task chunking, loss 0.21732628345489502
Iter 26290, task chunking, loss 0.2103520929813385
Iter 26300, task chunking, loss 0.22185194492340088
Iter 26310, task chunking, loss 0.2196207344532013
Iter 26320, task chunking, loss 0.22863450646400452
Iter 26330, task chunking, loss 0.21576257050037384
Iter 26340, task chunking, loss 0.206460639834404
Iter 26350, task chunking, loss 0.2239852398633957
Iter 26360, task chunking, loss 0.21357008814811707
Iter 26370, task chunking, loss 0.21670551598072052
Iter 26380, task chunking, loss 0.20157761871814728
Iter 26390, task chunking, loss 0.21779409050941467
Iter 26400, task chunking, loss 0.21466124057769775
Iter 26410, task chunking, loss 0.21678011119365692
Iter 26420, task chunking, loss 0.21203425526618958
Iter 26430, task chunking, loss 0.21511895954608917
Iter 26440, task chunking, loss 0.21615806221961975
Iter 26450, task chunking, loss 0.22392848134040833
Iter 26460, task chunking, loss 0.20518462359905243
Iter 26470, task chunking, loss 0.2103336602449417
Iter 26480, task chunking, loss 0.20887497067451477
Iter 26490, task chunking, loss 0.21300773322582245
Iter 26500, task chunking, loss 0.23932209610939026
Iter 26510, task chunking, loss 0.2163703441619873
Iter 26520, task chunking, loss 0.2262657880783081
Iter 26530, task chunking, loss 0.20547659695148468
Iter 26540, task chunking, loss 0.20663321018218994
Iter 26550, task chunking, loss 0.22021964192390442
Iter 26560, task chunking, loss 0.22071866691112518
Iter 26570, task chunking, loss 0.20930902659893036
Iter 26580, task chunking, loss 0.19605344533920288
Iter 26590, task chunking, loss 0.19992336630821228
Iter 26600, task chunking, loss 0.22313252091407776
Iter 26610, task chunking, loss 0.21316444873809814
Iter 26620, task chunking, loss 0.24298477172851562
Iter 26630, task chunking, loss 0.22528426349163055
Iter 26640, task chunking, loss 0.2212350070476532
Iter 26650, task chunking, loss 0.23166808485984802
Iter 26660, task chunking, loss 0.2174830436706543
Iter 26670, task chunking, loss 0.20609693229198456
Iter 26680, task chunking, loss 0.2283288538455963
Iter 26690, task chunking, loss 0.21068677306175232
Iter 26700, task chunking, loss 0.21938744187355042
Iter 26710, task chunking, loss 0.2077823132276535
Iter 26720, task chunking, loss 0.20867574214935303
Iter 26730, task chunking, loss 0.2086479663848877
Iter 26740, task chunking, loss 0.2114303857088089
Iter 26750, task chunking, loss 0.22569885849952698
Iter 26760, task chunking, loss 0.21652057766914368
Iter 26770, task chunking, loss 0.21112339198589325
Iter 26780, task chunking, loss 0.20362527668476105
Iter 26790, task chunking, loss 0.2065066397190094
Iter 26800, task chunking, loss 0.21556814014911652
Iter 26810, task chunking, loss 0.22431962192058563
Iter 26820, task chunking, loss 0.21351023018360138
Iter 26830, task chunking, loss 0.20763477683067322
Iter 26840, task chunking, loss 0.21802100539207458
Iter 26850, task chunking, loss 0.22504167258739471
Iter 26860, task chunking, loss 0.22770801186561584
Iter 26870, task chunking, loss 0.20882968604564667
Iter 26880, task chunking, loss 0.20968440175056458
Iter 26890, task chunking, loss 0.2111242711544037
Iter 26900, task chunking, loss 0.21942253410816193
Iter 26910, task chunking, loss 0.20891158282756805
Iter 26920, task chunking, loss 0.20035743713378906
Iter 26930, task chunking, loss 0.2219635546207428
Iter 26940, task chunking, loss 0.20889385044574738
Iter 26950, task chunking, loss 0.2177562415599823
Iter 26960, task chunking, loss 0.215505450963974
Iter 26970, task chunking, loss 0.208372563123703
Iter 26980, task chunking, loss 0.20345373451709747
Iter 26990, task chunking, loss 0.2067635953426361
Iter 27000, task chunking, loss 0.23226484656333923
Iter 27010, task chunking, loss 0.21373000741004944
Iter 27020, task chunking, loss 0.2070746123790741
Iter 27030, task chunking, loss 0.21284715831279755
Iter 27040, task chunking, loss 0.20687370002269745
Iter 27050, task chunking, loss 0.22375503182411194
Iter 27060, task chunking, loss 0.18866577744483948
Iter 27070, task chunking, loss 0.19575801491737366
Iter 27080, task chunking, loss 0.2311534583568573
Iter 27090, task chunking, loss 0.20165935158729553
Iter 27100, task chunking, loss 0.21309617161750793
Iter 27110, task chunking, loss 0.20899426937103271
Iter 27120, task chunking, loss 0.20668521523475647
Iter 27130, task chunking, loss 0.2027752846479416
Iter 27140, task chunking, loss 0.2104227989912033
Iter 27150, task chunking, loss 0.21311309933662415
Iter 27160, task chunking, loss 0.20098814368247986
Iter 27170, task chunking, loss 0.19541065394878387
Iter 27180, task chunking, loss 0.21617300808429718
Iter 27190, task chunking, loss 0.214297816157341
Iter 27200, task chunking, loss 0.21196672320365906
Iter 27210, task chunking, loss 0.19253936409950256
Iter 27220, task chunking, loss 0.20671483874320984
Iter 27230, task chunking, loss 0.2196836918592453
Iter 27240, task chunking, loss 0.21019744873046875
Iter 27250, task chunking, loss 0.19429202377796173
Iter 27260, task chunking, loss 0.21359281241893768
Iter 27270, task chunking, loss 0.21845564246177673
Iter 27280, task chunking, loss 0.20478752255439758
Iter 27290, task chunking, loss 0.19851407408714294
Iter 27300, task chunking, loss 0.20919516682624817
Iter 27310, task chunking, loss 0.20043706893920898
Iter 27320, task chunking, loss 0.2121581733226776
Iter 27330, task chunking, loss 0.20410999655723572
Iter 27340, task chunking, loss 0.20721778273582458
Iter 27350, task chunking, loss 0.19379779696464539
Iter 27360, task chunking, loss 0.20617470145225525
Iter 27370, task chunking, loss 0.19774913787841797
Iter 27380, task chunking, loss 0.22404232621192932
Iter 27390, task chunking, loss 0.20159414410591125
Iter 27400, task chunking, loss 0.20016880333423615
Iter 27410, task chunking, loss 0.21676254272460938
Iter 27420, task chunking, loss 0.21399614214897156
Iter 27430, task chunking, loss 0.1996603161096573
Iter 27440, task chunking, loss 0.22319599986076355
Iter 27450, task chunking, loss 0.19646309316158295
Iter 27460, task chunking, loss 0.20882558822631836
Iter 27470, task chunking, loss 0.20491893589496613
Iter 27480, task chunking, loss 0.2146223783493042
Iter 27490, task chunking, loss 0.19731993973255157
Iter 27500, task chunking, loss 0.1882696896791458
Iter 27510, task chunking, loss 0.2040761262178421
Iter 27520, task chunking, loss 0.22251346707344055
Iter 27530, task chunking, loss 0.1965441256761551
Iter 27540, task chunking, loss 0.21023955941200256
Iter 27550, task chunking, loss 0.1963413655757904
Iter 27560, task chunking, loss 0.21951492130756378
Iter 27570, task chunking, loss 0.19566655158996582
Iter 27580, task chunking, loss 0.20041489601135254
Iter 27590, task chunking, loss 0.19514718651771545
Iter 27600, task chunking, loss 0.19753070175647736
Iter 27610, task chunking, loss 0.20266203582286835
Iter 27620, task chunking, loss 0.18986377120018005
Iter 27630, task chunking, loss 0.20617568492889404
Iter 27640, task chunking, loss 0.2081180065870285
Iter 27650, task chunking, loss 0.2195199429988861
Iter 27660, task chunking, loss 0.21207349002361298
Iter 27670, task chunking, loss 0.20582430064678192
Iter 27680, task chunking, loss 0.20529060065746307
Iter 27690, task chunking, loss 0.2244505137205124
Iter 27700, task chunking, loss 0.2060825079679489
Iter 27710, task chunking, loss 0.1974048912525177
Iter 27720, task chunking, loss 0.20154686272144318
Iter 27730, task chunking, loss 0.1968996375799179
Iter 27740, task chunking, loss 0.1954621970653534
Iter 27750, task chunking, loss 0.20362205803394318
Iter 27760, task chunking, loss 0.20400480926036835
Iter 27770, task chunking, loss 0.1872272789478302
Iter 27780, task chunking, loss 0.19504955410957336
Iter 27790, task chunking, loss 0.18387150764465332
Iter 27800, task chunking, loss 0.1982545256614685
Iter 27810, task chunking, loss 0.19472599029541016
Iter 27820, task chunking, loss 0.2058095932006836
Iter 27830, task chunking, loss 0.203298419713974
Iter 27840, task chunking, loss 0.18944154679775238
Iter 27850, task chunking, loss 0.20072944462299347
Iter 27860, task chunking, loss 0.1993524134159088
Iter 27870, task chunking, loss 0.22280600666999817
Iter 27880, task chunking, loss 0.19995039701461792
Iter 27890, task chunking, loss 0.21387958526611328
Iter 27900, task chunking, loss 0.19601942598819733
Iter 27910, task chunking, loss 0.18832631409168243
Iter 27920, task chunking, loss 0.2087685763835907
Iter 27930, task chunking, loss 0.20497450232505798
Iter 27940, task chunking, loss 0.2128855437040329
Iter 27950, task chunking, loss 0.21140000224113464
Iter 27960, task chunking, loss 0.20916254818439484
Iter 27970, task chunking, loss 0.1927499771118164
Iter 27980, task chunking, loss 0.18775495886802673
Iter 27990, task chunking, loss 0.2080032378435135
Iter 28000, task chunking, loss 0.1974983960390091
Iter 28010, task chunking, loss 0.17839570343494415
Iter 28020, task chunking, loss 0.20049472153186798
Iter 28030, task chunking, loss 0.21823808550834656
Iter 28040, task chunking, loss 0.21622483432292938
Iter 28050, task chunking, loss 0.20152083039283752
Iter 28060, task chunking, loss 0.18598134815692902
Iter 28070, task chunking, loss 0.20022797584533691
Iter 28080, task chunking, loss 0.19605328142642975
Iter 28090, task chunking, loss 0.20441488921642303
Iter 28100, task chunking, loss 0.21319910883903503
Iter 28110, task chunking, loss 0.20984788239002228
Iter 28120, task chunking, loss 0.19736553728580475
Iter 28130, task chunking, loss 0.1953379064798355
Iter 28140, task chunking, loss 0.1977289468050003
Iter 28150, task chunking, loss 0.20269927382469177
Iter 28160, task chunking, loss 0.19110684096813202
Iter 28170, task chunking, loss 0.20888718962669373
Iter 28180, task chunking, loss 0.19582518935203552
Iter 28190, task chunking, loss 0.18505403399467468
Iter 28200, task chunking, loss 0.19363482296466827
Iter 28210, task chunking, loss 0.19752904772758484
Iter 28220, task chunking, loss 0.2079252451658249
Iter 28230, task chunking, loss 0.19107232987880707
Iter 28240, task chunking, loss 0.20188724994659424
Iter 28250, task chunking, loss 0.19542405009269714
Iter 28260, task chunking, loss 0.18962132930755615
Iter 28270, task chunking, loss 0.20430052280426025
Iter 28280, task chunking, loss 0.20323064923286438
Iter 28290, task chunking, loss 0.18847784399986267
Iter 28300, task chunking, loss 0.18935367465019226
Iter 28310, task chunking, loss 0.20297077298164368
Iter 28320, task chunking, loss 0.18500199913978577
Iter 28330, task chunking, loss 0.213252454996109
Iter 28340, task chunking, loss 0.1998138129711151
Iter 28350, task chunking, loss 0.22242431342601776
Iter 28360, task chunking, loss 0.17973080277442932
Iter 28370, task chunking, loss 0.20771408081054688
Iter 28380, task chunking, loss 0.21760594844818115
Iter 28390, task chunking, loss 0.20400497317314148
Iter 28400, task chunking, loss 0.1871749460697174
Iter 28410, task chunking, loss 0.216774582862854
Iter 28420, task chunking, loss 0.2001156359910965
Iter 28430, task chunking, loss 0.188637837767601
Iter 28440, task chunking, loss 0.18947981297969818
Iter 28450, task chunking, loss 0.20368647575378418
Iter 28460, task chunking, loss 0.20188812911510468
Iter 28470, task chunking, loss 0.1988551765680313
Iter 28480, task chunking, loss 0.188979834318161
Iter 28490, task chunking, loss 0.20547933876514435
Iter 28500, task chunking, loss 0.20443765819072723
Iter 28510, task chunking, loss 0.18175038695335388
Iter 28520, task chunking, loss 0.1996440589427948
Iter 28530, task chunking, loss 0.19201704859733582
Iter 28540, task chunking, loss 0.21359753608703613
Iter 28550, task chunking, loss 0.19435688853263855
Iter 28560, task chunking, loss 0.190501406788826
Iter 28570, task chunking, loss 0.21460095047950745
Iter 28580, task chunking, loss 0.19767923653125763
Iter 28590, task chunking, loss 0.1995442658662796
Iter 28600, task chunking, loss 0.20795151591300964
Iter 28610, task chunking, loss 0.1870308220386505
Iter 28620, task chunking, loss 0.17488792538642883
Iter 28630, task chunking, loss 0.20172229409217834
Iter 28640, task chunking, loss 0.2081197202205658
Iter 28650, task chunking, loss 0.2021109163761139
Iter 28660, task chunking, loss 0.18855272233486176
Iter 28670, task chunking, loss 0.18703831732273102
Iter 28680, task chunking, loss 0.19541874527931213
Iter 28690, task chunking, loss 0.17693081498146057
Iter 28700, task chunking, loss 0.18932458758354187
Iter 28710, task chunking, loss 0.18540333211421967
Iter 28720, task chunking, loss 0.19748957455158234
Iter 28730, task chunking, loss 0.20330286026000977
Iter 28740, task chunking, loss 0.19340986013412476
Iter 28750, task chunking, loss 0.19885796308517456
Iter 28760, task chunking, loss 0.1976107358932495
Iter 28770, task chunking, loss 0.19587793946266174
Iter 28780, task chunking, loss 0.19808143377304077
Iter 28790, task chunking, loss 0.19522830843925476
Iter 28800, task chunking, loss 0.19788919389247894
Iter 28810, task chunking, loss 0.19081225991249084
Iter 28820, task chunking, loss 0.18791961669921875
Iter 28830, task chunking, loss 0.19645218551158905
Iter 28840, task chunking, loss 0.17676354944705963
Iter 28850, task chunking, loss 0.1890023946762085
Iter 28860, task chunking, loss 0.18344640731811523
Iter 28870, task chunking, loss 0.20008349418640137
Iter 28880, task chunking, loss 0.18569467961788177
Iter 28890, task chunking, loss 0.17272302508354187
Iter 28900, task chunking, loss 0.19641141593456268
Iter 28910, task chunking, loss 0.16866491734981537
Iter 28920, task chunking, loss 0.2005360871553421
Iter 28930, task chunking, loss 0.19565220177173615
Iter 28940, task chunking, loss 0.19355735182762146
Iter 28950, task chunking, loss 0.19016969203948975
Iter 28960, task chunking, loss 0.18533295392990112
Iter 28970, task chunking, loss 0.19795309007167816
Iter 28980, task chunking, loss 0.20653608441352844
Iter 28990, task chunking, loss 0.1983114778995514
Iter 29000, task chunking, loss 0.19566302001476288
